match_id,home_ball_possession,away_ball_possession,home_big_chances,away_big_chances,home_total_shots,away_total_shots,home_goalkeeper_saves,away_goalkeeper_saves,home_corner_kicks,away_corner_kicks,home_fouls,away_fouls,home_passes,away_passes,home_tackles,away_tackles,home_free_kicks,away_free_kicks,home_yellow_cards,away_yellow_cards,home_expected_goals,away_expected_goals,home_red_cards,away_red_cards
12527732,55%,45%,2,1,10,11,1,3,0,8,10,13,500,386,13,10,13,9,1,2,,,,
12527736,32%,68%,,,11,20,4,3,4,13,11,16,228,482,13,18,15,11,3,3,,,1,0
12527738,30%,70%,,,20,11,5,6,3,5,19,13,255,623,11,13,12,19,2,5,,,,
12146528,55%,45%,3,0,16,9,2,3,5,8,9,21,429,349,13,13,20,9,0,1,2.50,0.50,,
12146523,50%,50%,0,2,13,13,2,2,3,6,7,10,448,430,11,19,10,7,3,1,0.73,1.22,,
12146524,40%,60%,1,1,10,10,0,2,3,7,8,12,354,535,8,8,11,8,2,2,1.46,1.14,,
12445047,49%,51%,2,3,14,18,5,7,8,8,11,11,388,426,20,14,11,11,1,3,,,,
12596621,70%,30%,4,1,12,7,0,4,6,3,9,12,622,271,13,21,12,8,3,2,,,,
12596615,49%,51%,6,0,7,7,1,2,3,8,10,9,403,420,18,10,9,10,0,1,,,,
12596618,62%,38%,3,3,20,10,2,4,3,6,15,14,538,329,17,35,13,15,2,1,,,,
12596617,57%,43%,1,1,14,6,1,5,9,4,18,11,399,314,13,16,10,18,1,2,,,,
12481094,26%,74%,0,5,10,11,3,1,7,6,20,10,215,625,23,13,8,19,5,1,,,,
12481098,27%,73%,0,1,11,17,4,1,4,9,9,10,221,601,18,9,10,9,0,3,,,1,0
12481103,47%,53%,1,3,12,8,2,2,8,4,11,16,379,451,12,13,14,10,3,3,,,,
12463967,47%,53%,5,4,13,22,4,1,4,6,13,7,338,363,24,23,7,13,2,2,,,1,0
12463970,48%,52%,,,6,11,4,2,5,5,14,11,403,442,16,26,9,14,3,1,,,,
13012918,67%,33%,4,2,26,4,1,8,11,0,9,12,535,268,13,16,12,9,0,5,,,0,1
13011712,72%,28%,1,1,11,7,2,3,14,1,18,8,491,206,11,13,7,18,4,3,,,0,1
13011728,53%,47%,3,0,10,11,3,3,7,4,16,16,366,317,9,14,15,16,6,5,,,,
13011718,46%,54%,0,1,5,20,6,1,2,7,16,11,279,335,22,5,11,16,1,2,,,,
12580708,65%,35%,0,2,20,8,1,4,7,3,13,15,444,245,14,10,14,13,0,3,2.02,1.49,,
12580604,45%,55%,2,1,14,21,6,5,4,5,9,7,369,444,23,16,7,9,1,0,2.60,2.15,,
12580707,65%,35%,4,0,21,6,1,3,10,4,10,5,519,288,12,21,3,10,1,0,2.28,0.24,,
12580607,48%,52%,1,1,12,10,1,3,3,3,9,11,408,440,15,16,9,8,2,3,,,,
12402296,58%,42%,2,1,8,16,6,2,3,5,18,14,518,358,17,15,14,17,1,2,1.27,0.82,,
12402294,41%,59%,1,5,12,14,1,4,1,9,10,9,392,566,8,17,8,9,3,1,1.33,2.74,,
12402304,62%,38%,6,1,29,8,2,4,11,3,13,4,553,342,11,17,4,13,2,1,3.61,1.01,,
12407828,48%,52%,5,0,16,12,3,2,3,8,16,11,405,430,13,21,11,14,1,1,,,,
12407829,37%,63%,5,1,10,13,2,2,4,10,11,9,345,601,14,11,9,8,2,3,2.07,1.18,,
12407826,35%,65%,2,0,12,9,3,2,5,12,11,11,258,489,16,17,11,11,2,1,1.28,0.76,,
12407827,38%,62%,4,1,18,8,3,6,6,5,8,14,396,642,11,14,14,8,2,4,2.63,0.55,,
12656652,54%,46%,1,2,21,11,3,3,2,4,10,15,458,394,20,15,13,10,2,3,,,,
12991466,32%,68%,,,6,4,1,0,2,6,20,10,216,443,13,14,10,16,3,1,,,,
12991503,55%,45%,2,1,15,13,1,5,6,4,16,9,369,304,8,16,9,16,2,3,,,0,1
12014196,48%,52%,0,1,11,15,1,4,7,7,13,9,334,373,17,14,8,12,3,1,,,,
12014204,64%,36%,1,2,18,13,1,4,9,3,7,12,480,288,16,9,12,7,0,1,,,,
12014199,62%,38%,8,0,26,3,1,9,3,2,13,11,476,287,20,17,11,13,1,3,,,0,1
12014195,50%,50%,0,3,5,17,2,1,0,4,17,12,344,325,11,8,10,14,4,1,,,2,0
12744968,55%,45%,5,1,15,7,1,3,7,3,7,10,428,360,17,10,9,6,1,5,,,0,1
11928436,32%,68%,0,3,5,13,1,2,6,8,17,8,243,513,29,21,8,17,4,1,,,,
13016164,55%,45%,,,17,7,4,5,4,2,13,12,381,249,4,3,5,3,4,2,1.80,0.52,0,0
13016167,70%,30%,,,25,7,0,6,7,2,10,13,527,134,1,1,0,2,1,1,2.37,0.26,0,1
11912251,49%,51%,2,2,8,10,3,0,7,4,9,7,413,452,15,10,6,8,3,2,1.05,1.22,,
11912259,58%,42%,2,4,16,20,2,7,7,11,9,12,511,361,17,22,11,9,4,1,1.24,3.29,,
11912260,52%,48%,2,1,17,8,4,6,6,1,8,3,440,420,12,13,2,8,2,1,3.45,0.41,,
11912233,61%,39%,4,0,10,8,2,2,5,2,10,10,646,411,26,10,10,10,0,2,1.41,0.51,,
11912235,52%,48%,3,2,11,16,4,2,0,8,14,12,470,404,20,12,12,12,3,1,1.46,1.01,,
11912258,63%,37%,4,2,15,12,3,3,3,3,7,12,629,353,17,22,12,7,1,2,2.38,0.93,,
11912257,52%,48%,7,1,21,11,1,5,13,6,6,8,472,451,20,24,7,6,0,4,3.60,1.24,,
12831490,55%,45%,1,1,8,20,3,2,2,3,13,15,302,255,15,9,15,12,2,1,1.05,1.24,1,0
12831480,48%,52%,0,8,4,20,3,1,3,2,5,10,263,293,8,10,10,5,,,0.10,4.98,,
12831494,54%,46%,2,0,15,16,5,3,2,4,5,6,402,338,7,11,5,4,,,1.53,3.15,,
12831492,52%,48%,1,0,23,5,1,4,7,1,10,12,377,350,5,10,11,8,2,2,1.72,0.37,,
